,usage,dataset,scale,name,HR,LR
2510,train,DIV2K,8,0094.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0094.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0094.png
2511,train,DIV2K,2,0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0241.png
2512,train,DIV2K,4,0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0241.png
2513,train,DIV2K,8,0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0241.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0241.png
2514,train,DIV2K,2,0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0527.png
2515,train,DIV2K,4,0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0527.png
2516,train,DIV2K,8,0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0527.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0527.png
2517,train,DIV2K,2,0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0533.png
2518,train,DIV2K,4,0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0533.png
2519,train,DIV2K,8,0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0533.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0533.png
2520,train,DIV2K,2,0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0255.png
2521,train,DIV2K,4,0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0255.png
2522,train,DIV2K,8,0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0255.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0255.png
2523,train,DIV2K,2,0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0269.png
2524,train,DIV2K,4,0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0269.png
2525,train,DIV2K,8,0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0269.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0269.png
2526,train,DIV2K,2,0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0282.png
2527,train,DIV2K,4,0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0282.png
2528,train,DIV2K,8,0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0282.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0282.png
2529,train,DIV2K,2,0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0296.png
2530,train,DIV2K,4,0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0296.png
2531,train,DIV2K,8,0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0296.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0296.png
2532,train,DIV2K,2,0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0280.png
2533,train,DIV2K,4,0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0280.png
2534,train,DIV2K,8,0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0280.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0280.png
2535,train,DIV2K,2,0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0294.png
2536,train,DIV2K,4,0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0294.png
2537,train,DIV2K,8,0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0294.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0294.png
2538,train,DIV2K,2,0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0519.png
2539,train,DIV2K,4,0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0519.png
2540,train,DIV2K,8,0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0519.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0519.png
2541,train,DIV2K,2,0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0525.png
2542,train,DIV2K,4,0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0525.png
2543,train,DIV2K,8,0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0525.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0525.png
2544,train,DIV2K,2,0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0243.png
2545,train,DIV2K,4,0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0243.png
2546,train,DIV2K,8,0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0243.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0243.png
2547,train,DIV2K,2,0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0257.png
2548,train,DIV2K,4,0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0257.png
2549,train,DIV2K,8,0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0257.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0257.png
2550,train,DIV2K,2,0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0531.png
2551,train,DIV2K,4,0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0531.png
2552,train,DIV2K,8,0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0531.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0531.png
2553,train,DIV2K,2,0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0082.png
2554,train,DIV2K,4,0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0082.png
2555,train,DIV2K,8,0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0082.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0082.png
2556,train,DIV2K,2,0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0096.png
2557,train,DIV2K,4,0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0096.png
2558,train,DIV2K,8,0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0096.png
2559,train,DIV2K,2,0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0069.png
2560,train,DIV2K,4,0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0069.png
2561,train,DIV2K,8,0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0069.png
2562,train,DIV2K,2,0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0041.png
2563,train,DIV2K,4,0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0041.png
2564,train,DIV2K,8,0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0041.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0041.png
2565,train,DIV2K,2,0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0727.png
2566,train,DIV2K,4,0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0727.png
2567,train,DIV2K,8,0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0727.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0727.png
2568,train,DIV2K,2,0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0733.png
2569,train,DIV2K,4,0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0733.png
2570,train,DIV2K,8,0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0733.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0733.png
2571,train,DIV2K,2,0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0055.png
2572,train,DIV2K,4,0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0055.png
2573,train,DIV2K,8,0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0055.png
2574,train,DIV2K,2,0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0690.png
2575,train,DIV2K,4,0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0690.png
2576,train,DIV2K,8,0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0690.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0690.png
2577,train,DIV2K,2,0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0684.png
2578,train,DIV2K,4,0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0684.png
2579,train,DIV2K,8,0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0684.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0684.png
2580,train,DIV2K,2,0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0109.png
2581,train,DIV2K,4,0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0109.png
2582,train,DIV2K,8,0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0109.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0109.png
2583,train,DIV2K,2,0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0135.png
2584,train,DIV2K,4,0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0135.png
2585,train,DIV2K,8,0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0135.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0135.png
2586,train,DIV2K,2,0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0653.png
2587,train,DIV2K,4,0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0653.png
2588,train,DIV2K,8,0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0653.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0653.png
2589,train,DIV2K,2,0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0647.png
2590,train,DIV2K,4,0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0647.png
2591,train,DIV2K,8,0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0647.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0647.png
2592,train,DIV2K,2,0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0121.png
2593,train,DIV2K,4,0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0121.png
2594,train,DIV2K,8,0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0121.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0121.png
2595,train,DIV2K,2,0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0492.png
2596,train,DIV2K,4,0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0492.png
2597,train,DIV2K,8,0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0492.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0492.png
2598,train,DIV2K,2,0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0486.png
2599,train,DIV2K,4,0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0486.png
2600,train,DIV2K,8,0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0486.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0486.png
2601,train,DIV2K,2,0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0479.png
2602,train,DIV2K,4,0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0479.png
2603,train,DIV2K,8,0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0479.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0479.png
2604,train,DIV2K,2,0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0451.png
2605,train,DIV2K,4,0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0451.png
2606,train,DIV2K,8,0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0451.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0451.png
2607,train,DIV2K,2,0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0337.png
2608,train,DIV2K,4,0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0337.png
2609,train,DIV2K,8,0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0337.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0337.png
2610,train,DIV2K,2,0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0323.png
2611,train,DIV2K,4,0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0323.png
2612,train,DIV2K,8,0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0323.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0323.png
2613,train,DIV2K,2,0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0445.png
2614,train,DIV2K,4,0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0445.png
2615,train,DIV2K,8,0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0445.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0445.png
2616,train,DIV2K,2,0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0322.png
2617,train,DIV2K,4,0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0322.png
2618,train,DIV2K,8,0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0322.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0322.png
2619,train,DIV2K,2,0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0444.png
2620,train,DIV2K,4,0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0444.png
2621,train,DIV2K,8,0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0444.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0444.png
2622,train,DIV2K,2,0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0450.png
2623,train,DIV2K,4,0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0450.png
2624,train,DIV2K,8,0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0450.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0450.png
2625,train,DIV2K,2,0336.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0336.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0336.png
